Date,variable,value
2020-09-03,Race-White,19755
2020-09-04,Race-White,19887
2020-09-05,Race-White,19946
2020-09-06,Race-White,19992
2020-09-07,Race-White,20036
2020-09-08,Race-White,20099
2020-09-09,Race-White,20252
2020-09-10,Race-White,20363
2020-09-11,Race-White,20506
2020-09-12,Race-White,20615
2020-09-13,Race-White,20670
2020-09-14,Race-White,20762
2020-09-15,Race-White,20885
2020-09-16,Race-White,21026
2020-09-17,Race-White,21173
2020-09-18,Race-White,21304
2020-09-19,Race-White,21410
2020-09-20,Race-White,21479
2020-09-21,Race-White,21565
2020-09-22,Race-White,21712
2020-09-23,Race-White,21866
2020-09-24,Race-White,22028
2020-09-25,Race-White,22145
2020-09-26,Race-White,22226
2020-09-27,Race-White,22279
2020-09-28,Race-White,22497
2020-09-29,Race-White,22606
2020-09-30,Race-White,22701
2020-10-01,Race-White,22836
2020-10-02,Race-White,22975
2020-10-03,Race-White,23059
2020-10-04,Race-White,23090
2020-10-05,Race-White,23188
2020-10-06,Race-White,23350
2020-10-07,Race-White,23485
2020-10-08,Race-White,23608
2020-10-09,Race-White,23729
2020-10-10,Race-White,23853
2020-10-11,Race-White,23917
2020-10-12,Race-White,23970
2020-10-13,Race-White,24090
2020-10-14,Race-White,24239
2020-10-15,Race-White,24331
2020-10-16,Race-White,24416
2020-10-17,Race-White,24455
2020-10-18,Race-White,24548
2020-10-19,Race-White,24651
2020-10-20,Race-White,24707
2020-10-21,Race-White,25059
2020-10-22,Race-White,25453
2020-10-23,Race-White,25651
2020-10-24,Race-White,25757
2020-10-25,Race-White,25649
2020-10-26,Race-White,25757
2020-10-27,Race-White,26175
2020-10-28,Race-White,26422
2020-10-29,Race-White,26628
2020-10-30,Race-White,26808
2020-10-31,Race-White,27000
2020-11-01,Race-White,27161
2020-11-02,Race-White,27278
2020-11-03,Race-White,27458
2020-11-04,Race-White,27754
2020-11-05,Race-White,28043
2020-11-06,Race-White,28305
2020-11-07,Race-White,28576
2020-11-08,Race-White,28730
2020-11-09,Race-White,28897
2020-11-10,Race-White,29183
2020-11-11,Race-White,29553
2020-11-12,Race-White,29827
2020-11-13,Race-White,30268
2020-11-14,Race-White,30568
2020-11-15,Race-White,30842
2020-11-16,Race-White,31110
2020-11-17,Race-White,31451
2020-11-18,Race-White,32035
2020-11-19,Race-White,32563
2020-11-20,Race-White,33057
2020-11-21,Race-White,33352
2020-11-22,Race-White,34089
2020-11-23,Race-White,34502
2020-11-24,Race-White,34902
2020-11-25,Race-White,35739
2020-11-26,Race-White,36267
2020-11-27,Race-White,36655
2020-11-28,Race-White,37165
2020-11-29,Race-White,37682
2020-11-30,Race-White,38428
2020-12-01,Race-White,39024
2020-12-02,Race-White,39875
2020-12-03,Race-White,40673
2020-12-04,Race-White,41621
2020-12-05,Race-White,42612
2020-12-06,Race-White,43401
2020-12-07,Race-White,44057
2020-12-08,Race-White,44840
2020-12-09,Race-White,46089
2020-12-10,Race-White,47341
2020-12-11,Race-White,48540
2020-12-12,Race-White,49662
2020-12-13,Race-White,50489
2020-12-14,Race-White,51497
2020-12-15,Race-White,53398
2020-12-16,Race-White,54743
2020-12-17,Race-White,56153
2020-12-18,Race-White,57302
2020-12-19,Race-White,58828
2020-12-20,Race-White,60101
2020-12-21,Race-White,61416
2020-12-22,Race-White,62756
2020-12-23,Race-White,64252
2020-12-24,Race-White,64252
2020-12-25,Race-White,66879
2020-12-26,Race-White,68069
2020-12-27,Race-White,69509
2020-12-28,Race-White,70713
2020-12-29,Race-White,71495
2020-12-30,Race-White,73150
2020-12-31,Race-White,74915
2021-01-01,Race-White,76398
2021-01-02,Race-White,77792
2021-01-03,Race-White,78769
2021-01-04,Race-White,80128
2021-01-05,Race-White,81358
2021-01-06,Race-White,83316
2021-01-07,Race-White,85580
2021-01-08,Race-White,87304
2021-01-09,Race-White,88596
2021-01-10,Race-White,89952
2021-01-11,Race-White,91020
2021-01-12,Race-White,92133
2021-01-13,Race-White,94115
2021-01-14,Race-White,95505
2021-01-15,Race-White,96947
2021-01-16,Race-White,98653
2021-01-17,Race-White,99776
2021-01-18,Race-White,100517
2021-01-19,Race-White,101258
2021-01-20,Race-White,102379
2021-01-21,Race-White,103311
2021-01-22,Race-White,104426
2021-01-23,Race-White,105237
2021-01-24,Race-White,105947
2021-01-25,Race-White,106568
2021-01-26,Race-White,107373
2021-01-27,Race-White,108137
2021-01-28,Race-White,108894
2021-01-29,Race-White,109747
2021-01-30,Race-White,110476
2021-01-31,Race-White,111023
2021-02-01,Race-White,111424
2021-02-02,Race-White,112098
2021-02-03,Race-White,113116
2021-02-04,Race-White,113756
2021-02-05,Race-White,114348
2021-02-06,Race-White,114709
2021-02-07,Race-White,115084
2021-02-08,Race-White,115436
2021-02-09,Race-White,115937
2021-02-10,Race-White,116529
2021-02-11,Race-White,117009
2021-02-12,Race-White,117476
2021-02-13,Race-White,117773
2021-02-14,Race-White,118052
2021-02-15,Race-White,118271
2021-02-16,Race-White,118548
2021-02-17,Race-White,118937
2021-02-18,Race-White,119233
2021-02-19,Race-White,119602
2021-02-20,Race-White,119892
2021-02-21,Race-White,120094
2021-02-22,Race-White,120938
2021-02-23,Race-White,121366
2021-02-24,Race-White,121705
2021-02-25,Race-White,122016
2021-02-26,Race-White,122272
2021-02-27,Race-White,122494
2021-02-28,Race-White,122649
2021-03-01,Race-White,122872
2021-03-02,Race-White,123195
2021-03-03,Race-White,123570
2021-03-04,Race-White,123954
2021-03-05,Race-White,124265
2021-03-06,Race-White,124463
2021-03-07,Race-White,124659
2021-03-08,Race-White,124882
2021-03-09,Race-White,125108
2021-03-10,Race-White,125108
2021-03-11,Race-White,125647
2021-03-12,Race-White,125851
2021-03-13,Race-White,126041
2021-03-14,Race-White,126193
2021-03-15,Race-White,126393
2021-03-16,Race-White,126624
2021-03-17,Race-White,126936
2021-03-18,Race-White,127144
2021-03-19,Race-White,127315
2021-03-20,Race-White,127483
2021-03-21,Race-White,127585
2021-03-22,Race-White,127704
2021-03-23,Race-White,127907
2021-03-24,Race-White,128118
2021-03-25,Race-White,128371
2021-03-26,Race-White,128539
2021-03-27,Race-White,128766
2021-03-28,Race-White,128979
2021-03-29,Race-White,129145
2021-03-30,Race-White,129338
2021-03-31,Race-White,129145
2021-04-01,Race-White,129897
2021-04-02,Race-White,130171
2021-04-03,Race-White,130365
2021-04-04,Race-White,130589
2021-04-05,Race-White,130768
2021-04-06,Race-White,130984
2021-04-07,Race-White,131263
2021-04-08,Race-White,131450
2021-04-09,Race-White,131725
2021-04-10,Race-White,131879
2021-04-11,Race-White,132031
2021-04-12,Race-White,132176
2021-04-13,Race-White,132272
2021-04-14,Race-White,132437
2021-04-15,Race-White,132649
2021-04-16,Race-White,132856
2021-04-17,Race-White,133092
2021-04-18,Race-White,133206
2021-04-19,Race-White,133327
2021-04-20,Race-White,133484
2021-04-21,Race-White,133621
2021-04-22,Race-White,133768
2021-04-23,Race-White,133897
2021-04-24,Race-White,134016
2021-04-25,Race-White,134126
2021-04-26,Race-White,134241
2021-04-27,Race-White,134349
2021-04-28,Race-White,134494
2021-04-29,Race-White,134649
2021-04-30,Race-White,134822
2021-05-01,Race-White,134957
2021-05-02,Race-White,135106
2021-05-03,Race-White,135189
2021-05-04,Race-White,135320
2021-05-05,Race-White,135441
2021-05-06,Race-White,135595
2021-05-07,Race-White,135768
2021-05-08,Race-White,135929
2021-05-09,Race-White,136083
2021-05-10,Race-White,136200
2021-05-11,Race-White,136399
2021-05-12,Race-White,136584
2021-05-13,Race-White,136751
2021-05-14,Race-White,136957
2021-05-15,Race-White,137032
2021-05-16,Race-White,137057
2021-05-17,Race-White,137096
2021-05-18,Race-White,137132
2021-05-19,Race-White,137174
2021-05-20,Race-White,137217
2021-05-21,Race-White,137304
2021-05-22,Race-White,137327
2021-05-23,Race-White,137347
2021-05-24,Race-White,137398
2021-05-25,Race-White,137432
2021-05-26,Race-White,138015
2021-05-27,Race-White,138048
2021-05-28,Race-White,138074
2021-05-29,Race-White,138094
2021-05-30,Race-White,138117
2021-05-31,Race-White,138144
2021-06-01,Race-White,138163
2021-06-02,Race-White,138189
2021-06-03,Race-White,138220
2021-06-04,Race-White,138272
2021-06-05,Race-White,138300
2021-06-06,Race-White,138327
2021-06-07,Race-White,138373
2021-06-08,Race-White,138404
2021-06-09,Race-White,138446
2021-06-10,Race-White,138467
2021-06-11,Race-White,138529
2021-06-12,Race-White,138557
2020-03-17,Sex-Female,57
2020-03-18,Sex-Female,62
2020-03-19,Sex-Female,69
2020-03-20,Sex-Female,97
2020-03-21,Sex-Female,105
2020-03-22,Sex-Female,129
2020-03-23,Sex-Female,173
2020-03-24,Sex-Female,209
2020-03-25,Sex-Female,272
2020-03-26,Sex-Female,331
2020-03-27,Sex-Female,407
2020-03-28,Sex-Female,446
2020-03-29,Sex-Female,1010
2020-03-30,Sex-Female,1260
2020-03-31,Sex-Female,1549
2020-04-01,Sex-Female,1804
2020-04-02,Sex-Female,2038
2020-04-03,Sex-Female,2364
2020-04-04,Sex-Female,2634
2020-04-05,Sex-Female,2850
2020-04-06,Sex-Female,3085
2020-04-07,Sex-Female,3379
2020-04-08,Sex-Female,3601
2020-04-09,Sex-Female,3855
2020-04-10,Sex-Female,4085
2020-04-11,Sex-Female,4286
2020-04-12,Sex-Female,4407
2020-04-13,Sex-Female,4687
2020-04-14,Sex-Female,4880
2020-04-15,Sex-Female,5040
2020-04-16,Sex-Female,5327
2020-04-17,Sex-Female,5641
2020-04-18,Sex-Female,5931
2020-04-19,Sex-Female,6631
2020-04-20,Sex-Female,7439
2020-04-21,Sex-Female,8097
2020-04-22,Sex-Female,8655
2020-04-23,Sex-Female,9201
2020-04-24,Sex-Female,9512
2020-04-25,Sex-Female,9724
2020-04-26,Sex-Female,10163
2020-04-27,Sex-Female,10483
2020-04-28,Sex-Female,11096
2020-04-29,Sex-Female,11442
2020-04-30,Sex-Female,11986
2020-05-01,Sex-Female,12329
2020-05-02,Sex-Female,12702
2020-05-03,Sex-Female,12969
2020-05-04,Sex-Female,13838
2020-05-05,Sex-Female,14259
2020-05-06,Sex-Female,14645
2020-05-07,Sex-Female,14998
2020-05-08,Sex-Female,15492
2020-05-09,Sex-Female,15723
2020-05-10,Sex-Female,16007
2020-05-11,Sex-Female,16469
2020-05-12,Sex-Female,17070
2020-05-13,Sex-Female,17465
2020-05-14,Sex-Female,17894
2020-05-15,Sex-Female,18417
2020-05-16,Sex-Female,18714
2020-05-17,Sex-Female,18971
2020-05-18,Sex-Female,19536
2020-05-19,Sex-Female,20155
2020-05-20,Sex-Female,20783
2020-05-21,Sex-Female,21284
2020-05-22,Sex-Female,21783
2020-05-23,Sex-Female,22227
2020-05-24,Sex-Female,22808
2020-05-25,Sex-Female,23740
2020-05-26,Sex-Female,24208
2020-05-27,Sex-Female,24668
2020-05-28,Sex-Female,25540
2020-05-29,Sex-Female,26481
2020-05-30,Sex-Female,27179
2020-05-31,Sex-Female,27634
2020-06-01,Sex-Female,28135
2020-06-02,Sex-Female,28683
2020-06-03,Sex-Female,29402
2020-06-04,Sex-Female,29952
2020-06-05,Sex-Female,30487
2020-06-06,Sex-Female,31251
2020-06-07,Sex-Female,31685
2020-06-08,Sex-Female,32238
2020-06-09,Sex-Female,32893
2020-06-10,Sex-Female,33814
2020-06-11,Sex-Female,34651
2020-06-12,Sex-Female,35374
2020-06-13,Sex-Female,35934
2020-06-14,Sex-Female,36349
2020-06-15,Sex-Female,37011
2020-06-16,Sex-Female,38006
2020-06-17,Sex-Female,38572
2020-06-18,Sex-Female,39270
2020-06-19,Sex-Female,40217
2020-06-20,Sex-Female,41153
2020-06-21,Sex-Female,42450
2020-06-22,Sex-Female,43571
2020-06-23,Sex-Female,44064
2020-06-24,Sex-Female,45313
2020-06-25,Sex-Female,46223
2020-06-26,Sex-Female,47275
2020-06-27,Sex-Female,48515
2020-06-28,Sex-Female,49964
2020-06-29,Sex-Female,51362
2020-06-30,Sex-Female,52148
2020-07-01,Sex-Female,53370
2020-07-02,Sex-Female,53370
2020-07-03,Sex-Female,53370
2020-07-04,Sex-Female,57118
2020-07-05,Sex-Female,57919
2020-07-06,Sex-Female,59931
2020-07-07,Sex-Female,61190
2020-07-08,Sex-Female,62038
2020-07-09,Sex-Female,63199
2020-07-10,Sex-Female,64620
2020-07-11,Sex-Female,66534
2020-07-12,Sex-Female,67876
2020-07-13,Sex-Female,69912
2020-07-14,Sex-Female,71405
2020-07-15,Sex-Female,73659
2020-07-16,Sex-Female,75008
2020-07-17,Sex-Female,76461
2020-07-18,Sex-Female,78090
2020-07-19,Sex-Female,79698
2020-07-20,Sex-Female,81101
2020-07-21,Sex-Female,82557
2020-07-22,Sex-Female,83424
2020-07-23,Sex-Female,84340
2020-07-24,Sex-Female,86089
2020-07-25,Sex-Female,87503
2020-07-26,Sex-Female,88540
2020-07-27,Sex-Female,89866
2020-07-28,Sex-Female,91565
2020-07-29,Sex-Female,92606
2020-07-30,Sex-Female,93821
2020-07-31,Sex-Female,94998
2020-08-01,Sex-Female,95727
2020-08-02,Sex-Female,96572
2020-08-03,Sex-Female,97542
2020-08-04,Sex-Female,98747
2020-08-05,Sex-Female,100451
2020-08-06,Sex-Female,102031
2020-08-07,Sex-Female,103466
2020-08-08,Sex-Female,104374
2020-08-09,Sex-Female,105359
2020-08-10,Sex-Female,105996
2020-08-11,Sex-Female,107055
2020-08-12,Sex-Female,108317
2020-08-13,Sex-Female,109534
2020-08-14,Sex-Female,110500
2020-08-15,Sex-Female,111305
2020-08-16,Sex-Female,111893
2020-08-17,Sex-Female,112317
2020-08-18,Sex-Female,113178
2020-08-19,Sex-Female,114105
2020-08-20,Sex-Female,114965
2020-08-21,Sex-Female,115738
2020-08-22,Sex-Female,116358
2020-08-23,Sex-Female,116991
2020-08-24,Sex-Female,117438
2020-08-25,Sex-Female,118384
2020-08-26,Sex-Female,119188
2020-08-27,Sex-Female,120074
2020-08-28,Sex-Female,120702
2020-08-29,Sex-Female,121293
2020-08-30,Sex-Female,121778
2020-08-31,Sex-Female,122184
2020-09-01,Sex-Female,122950
2020-09-02,Sex-Female,123534
2020-09-03,Sex-Female,124309
2020-09-04,Sex-Female,124872
2020-09-05,Sex-Female,125321
2020-09-06,Sex-Female,125565
2020-09-07,Sex-Female,125761
2020-09-08,Sex-Female,126076
2020-09-09,Sex-Female,126710
2020-09-10,Sex-Female,127212
2020-09-11,Sex-Female,127763
2020-09-12,Sex-Female,128178
2020-09-13,Sex-Female,128525
2020-09-14,Sex-Female,128797
2020-09-15,Sex-Female,129298
2020-09-16,Sex-Female,129924
2020-09-17,Sex-Female,130547
2020-09-18,Sex-Female,131161
2020-09-19,Sex-Female,131731
2020-09-20,Sex-Female,132055
2020-09-21,Sex-Female,132378
2020-09-22,Sex-Female,132977
2020-09-23,Sex-Female,133609
2020-09-24,Sex-Female,134274
2020-09-25,Sex-Female,134887
2020-09-26,Sex-Female,135352
2020-09-27,Sex-Female,135687
2020-09-28,Sex-Female,136109
2020-09-29,Sex-Female,136644
2020-09-30,Sex-Female,137142
2020-10-01,Sex-Female,137764
2020-10-02,Sex-Female,138281
2020-10-03,Sex-Female,138808
2020-10-04,Sex-Female,138990
2020-10-05,Sex-Female,139493
2020-10-06,Sex-Female,140290
2020-10-07,Sex-Female,140933
2020-10-08,Sex-Female,141538
2020-10-09,Sex-Female,142140
2020-10-10,Sex-Female,142745
2020-10-11,Sex-Female,143181
2020-10-12,Sex-Female,143525
2020-10-13,Sex-Female,144159
2020-10-14,Sex-Female,144691
2020-10-15,Sex-Female,145229
2020-10-16,Sex-Female,145658
2020-10-17,Sex-Female,145916
2020-10-18,Sex-Female,146369
2020-10-19,Sex-Female,146665
2020-10-20,Sex-Female,146849
2020-10-21,Sex-Female,148789
2020-10-22,Sex-Female,150135
2020-10-23,Sex-Female,151148
2020-10-24,Sex-Female,151640
2020-10-25,Sex-Female,151152
2020-10-26,Sex-Female,151640
2020-10-27,Sex-Female,153417
2020-10-28,Sex-Female,154362
2020-10-29,Sex-Female,154988
2020-10-30,Sex-Female,155601
2020-10-31,Sex-Female,156369
2020-11-01,Sex-Female,157089
2020-11-02,Sex-Female,157698
2020-11-03,Sex-Female,158509
2020-11-04,Sex-Female,159695
2020-11-05,Sex-Female,160739
2020-11-06,Sex-Female,161936
2020-11-07,Sex-Female,163005
2020-11-08,Sex-Female,163735
2020-11-09,Sex-Female,164810
2020-11-10,Sex-Female,165765
2020-11-11,Sex-Female,167296
2020-11-12,Sex-Female,168477
2020-11-13,Sex-Female,170362
2020-11-14,Sex-Female,171947
2020-11-15,Sex-Female,173327
2020-11-16,Sex-Female,174417
2020-11-17,Sex-Female,176267
2020-11-18,Sex-Female,178625
2020-11-19,Sex-Female,181117
2020-11-20,Sex-Female,183230
2020-11-21,Sex-Female,184608
2020-11-22,Sex-Female,187706
2020-11-23,Sex-Female,189394
2020-11-24,Sex-Female,191258
2020-11-25,Sex-Female,193917
2020-11-26,Sex-Female,196188
2020-11-27,Sex-Female,197831
2020-11-28,Sex-Female,200523
2020-11-29,Sex-Female,203078
2020-11-30,Sex-Female,206604
2020-12-01,Sex-Female,209283
2020-12-02,Sex-Female,213925
2020-12-03,Sex-Female,218285
2020-12-04,Sex-Female,222560
2020-12-05,Sex-Female,228156
2020-12-06,Sex-Female,232220
2020-12-07,Sex-Female,236378
2020-12-08,Sex-Female,240415
2020-12-09,Sex-Female,247342
2020-12-10,Sex-Female,253803
2020-12-11,Sex-Female,259196
2020-12-12,Sex-Female,265896
2020-12-13,Sex-Female,269503
2020-12-14,Sex-Female,274883
2020-12-15,Sex-Female,285492
2020-12-16,Sex-Female,293215
2020-12-17,Sex-Female,300734
2020-12-18,Sex-Female,307150
2020-12-19,Sex-Female,314721
2020-12-20,Sex-Female,320370
2020-12-21,Sex-Female,326126
2020-12-22,Sex-Female,333800
2020-12-23,Sex-Female,341532
2020-12-24,Sex-Female,341532
2020-12-25,Sex-Female,356017
2020-12-26,Sex-Female,363092
2020-12-27,Sex-Female,370048
2020-12-28,Sex-Female,375729
2020-12-29,Sex-Female,380544
2020-12-30,Sex-Female,387663
2020-12-31,Sex-Female,397402
2021-01-01,Sex-Female,405632
2021-01-02,Sex-Female,413766
2021-01-03,Sex-Female,418872
2021-01-04,Sex-Female,424706
2021-01-05,Sex-Female,430179
2021-01-06,Sex-Female,439298
2021-01-07,Sex-Female,450675
2021-01-08,Sex-Female,458975
2021-01-09,Sex-Female,465625
2021-01-10,Sex-Female,472051
2021-01-11,Sex-Female,478016
2021-01-12,Sex-Female,483791
2021-01-13,Sex-Female,492532
2021-01-14,Sex-Female,499516
2021-01-15,Sex-Female,506162
2021-01-16,Sex-Female,514259
2021-01-17,Sex-Female,519264
2021-01-18,Sex-Female,523188
2021-01-19,Sex-Female,525836
2021-01-20,Sex-Female,530445
2021-01-21,Sex-Female,534522
2021-01-22,Sex-Female,539339
2021-01-23,Sex-Female,543142
2021-01-24,Sex-Female,546369
2021-01-25,Sex-Female,549191
2021-01-26,Sex-Female,552248
2021-01-27,Sex-Female,555334
2021-01-28,Sex-Female,558361
2021-01-29,Sex-Female,561639
2021-01-30,Sex-Female,564484
2021-01-31,Sex-Female,566539
2021-02-01,Sex-Female,568328
2021-02-02,Sex-Female,570639
2021-02-03,Sex-Female,574992
2021-02-04,Sex-Female,577113
2021-02-05,Sex-Female,579430
2021-02-06,Sex-Female,580871
2021-02-07,Sex-Female,582267
2021-02-08,Sex-Female,583678
2021-02-09,Sex-Female,585191
2021-02-10,Sex-Female,587408
2021-02-11,Sex-Female,588983
2021-02-12,Sex-Female,590444
2021-02-13,Sex-Female,591399
2021-02-14,Sex-Female,592342
2021-02-15,Sex-Female,593012
2021-02-16,Sex-Female,594015
2021-02-17,Sex-Female,595240
2021-02-18,Sex-Female,596388
2021-02-19,Sex-Female,597509
2021-02-20,Sex-Female,598216
2021-02-21,Sex-Female,598691
2021-02-22,Sex-Female,600059
2021-02-23,Sex-Female,601021
2021-02-24,Sex-Female,602027
2021-02-25,Sex-Female,602862
2021-02-26,Sex-Female,603678
2021-02-27,Sex-Female,604427
2021-02-28,Sex-Female,604928
2021-03-01,Sex-Female,605617
2021-03-02,Sex-Female,606453
2021-03-03,Sex-Female,607480
2021-03-04,Sex-Female,608688
2021-03-05,Sex-Female,609574
2021-03-06,Sex-Female,610243
2021-03-07,Sex-Female,610664
2021-03-08,Sex-Female,611265
2021-03-09,Sex-Female,612011
2021-03-10,Sex-Female,612011
2021-03-11,Sex-Female,613123
2021-03-12,Sex-Female,613455
2021-03-13,Sex-Female,613818
2021-03-14,Sex-Female,614056
2021-03-15,Sex-Female,614234
2021-03-16,Sex-Female,614620
2021-03-17,Sex-Female,615090
2021-03-18,Sex-Female,615487
2021-03-19,Sex-Female,615722
2021-03-20,Sex-Female,615940
2021-03-21,Sex-Female,616191
2021-03-22,Sex-Female,616410
2021-03-23,Sex-Female,616731
2021-03-24,Sex-Female,616962
2021-03-25,Sex-Female,617324
2021-03-26,Sex-Female,617592
2021-03-27,Sex-Female,617795
2021-03-28,Sex-Female,617977
2021-03-29,Sex-Female,618133
2021-03-30,Sex-Female,618400
2021-03-31,Sex-Female,618133
2021-04-01,Sex-Female,618986
2021-04-02,Sex-Female,619314
2021-04-03,Sex-Female,619556
2021-04-04,Sex-Female,619726
2021-04-05,Sex-Female,619897
2021-04-06,Sex-Female,620061
2021-04-07,Sex-Female,620380
2021-04-08,Sex-Female,620715
2021-04-09,Sex-Female,621084
2021-04-10,Sex-Female,621328
2021-04-11,Sex-Female,621524
2021-04-12,Sex-Female,621746
2021-04-13,Sex-Female,621902
2021-04-14,Sex-Female,622152
2021-04-15,Sex-Female,622425
2021-04-16,Sex-Female,622737
2021-04-17,Sex-Female,623415
2021-04-18,Sex-Female,623582
2021-04-19,Sex-Female,623761
2021-04-20,Sex-Female,623921
2021-04-21,Sex-Female,624126
2021-04-22,Sex-Female,624300
2021-04-23,Sex-Female,624536
2021-04-24,Sex-Female,624838
2021-04-25,Sex-Female,625098
2021-04-26,Sex-Female,625334
2021-04-27,Sex-Female,625491
2021-04-28,Sex-Female,625651
2021-04-29,Sex-Female,625804
2021-04-30,Sex-Female,626030
2021-05-01,Sex-Female,626340
2021-05-02,Sex-Female,626449
2021-05-03,Sex-Female,626560
2021-05-04,Sex-Female,626612
2021-05-05,Sex-Female,626818
2021-05-06,Sex-Female,626966
2021-05-07,Sex-Female,627107
2021-05-08,Sex-Female,627226
2021-05-09,Sex-Female,627393
2021-05-10,Sex-Female,627456
2021-05-11,Sex-Female,627587
2021-05-12,Sex-Female,627685
2021-05-13,Sex-Female,627955
2021-05-14,Sex-Female,628075
2021-05-15,Sex-Female,628135
2021-05-16,Sex-Female,628207
2021-05-17,Sex-Female,628273
2021-05-18,Sex-Female,628376
2021-05-19,Sex-Female,628476
2021-05-20,Sex-Female,628595
2021-05-21,Sex-Female,628808
2021-05-22,Sex-Female,628887
2021-05-23,Sex-Female,628944
2021-05-24,Sex-Female,629050
2021-05-25,Sex-Female,629133
2021-05-26,Sex-Female,630627
2021-05-27,Sex-Female,630729
2021-05-28,Sex-Female,630833
2021-05-29,Sex-Female,630917
2021-05-30,Sex-Female,631013
2021-05-31,Sex-Female,631087
2021-06-01,Sex-Female,631133
2021-06-02,Sex-Female,631230
2021-06-03,Sex-Female,631319
2021-06-04,Sex-Female,631429
2021-06-05,Sex-Female,631503
2021-06-06,Sex-Female,631566
2021-06-07,Sex-Female,631640
2021-06-08,Sex-Female,631726
2021-06-09,Sex-Female,631809
2021-06-10,Sex-Female,631906
2021-06-11,Sex-Female,632120
2021-06-12,Sex-Female,632221
2020-03-17,Sex-Male,102
2020-03-18,Sex-Male,111
2020-03-19,Sex-Male,123
2020-03-20,Sex-Male,166
2020-03-21,Sex-Male,166
2020-03-22,Sex-Male,178
2020-03-23,Sex-Male,225
2020-03-24,Sex-Male,279
2020-03-25,Sex-Male,346
2020-03-26,Sex-Male,412
2020-03-27,Sex-Male,509
2020-03-28,Sex-Male,538
2020-03-29,Sex-Male,1268
2020-03-30,Sex-Male,1513
2020-03-31,Sex-Male,1840
2020-04-01,Sex-Male,2103
2020-04-02,Sex-Male,2361
2020-04-03,Sex-Male,2723
2020-04-04,Sex-Male,2981
2020-04-05,Sex-Male,3164
2020-04-06,Sex-Male,3395
2020-04-07,Sex-Male,3651
2020-04-08,Sex-Male,3874
2020-04-09,Sex-Male,4095
2020-04-10,Sex-Male,4298
2020-04-11,Sex-Male,4483
2020-04-12,Sex-Male,4590
2020-04-13,Sex-Male,4848
2020-04-14,Sex-Male,5062
2020-04-15,Sex-Male,5251
2020-04-16,Sex-Male,5483
2020-04-17,Sex-Male,5786
2020-04-18,Sex-Male,6069
2020-04-19,Sex-Male,6776
2020-04-20,Sex-Male,7525
2020-04-21,Sex-Male,8180
2020-04-22,Sex-Male,8661
2020-04-23,Sex-Male,9126
2020-04-24,Sex-Male,9397
2020-04-25,Sex-Male,9617
2020-04-26,Sex-Male,10025
2020-04-27,Sex-Male,10303
2020-04-28,Sex-Male,11186
2020-04-29,Sex-Male,11554
2020-04-30,Sex-Male,12038
2020-05-01,Sex-Male,12359
2020-05-02,Sex-Male,12705
2020-05-03,Sex-Male,12972
2020-05-04,Sex-Male,13718
2020-05-05,Sex-Male,14115
2020-05-06,Sex-Male,14509
2020-05-07,Sex-Male,14937
2020-05-08,Sex-Male,15439
2020-05-09,Sex-Male,15683
2020-05-10,Sex-Male,15946
2020-05-11,Sex-Male,16430
2020-05-12,Sex-Male,17052
2020-05-13,Sex-Male,17548
2020-05-14,Sex-Male,17983
2020-05-15,Sex-Male,18562
2020-05-16,Sex-Male,18888
2020-05-17,Sex-Male,19132
2020-05-18,Sex-Male,19711
2020-05-19,Sex-Male,20386
2020-05-20,Sex-Male,20937
2020-05-21,Sex-Male,21354
2020-05-22,Sex-Male,21823
2020-05-23,Sex-Male,22230
2020-05-24,Sex-Male,22854
2020-05-25,Sex-Male,23708
2020-05-26,Sex-Male,24157
2020-05-27,Sex-Male,24698
2020-05-28,Sex-Male,25682
2020-05-29,Sex-Male,26683
2020-05-30,Sex-Male,27469
2020-05-31,Sex-Male,27962
2020-06-01,Sex-Male,28573
2020-06-02,Sex-Male,29164
2020-06-03,Sex-Male,29871
2020-06-04,Sex-Male,30682
2020-06-05,Sex-Male,31403
2020-06-06,Sex-Male,32217
2020-06-07,Sex-Male,32594
2020-06-08,Sex-Male,33159
2020-06-09,Sex-Male,33768
2020-06-10,Sex-Male,34653
2020-06-11,Sex-Male,35456
2020-06-12,Sex-Male,36204
2020-06-13,Sex-Male,36694
2020-06-14,Sex-Male,37060
2020-06-15,Sex-Male,37694
2020-06-16,Sex-Male,38754
2020-06-17,Sex-Male,39315
2020-06-18,Sex-Male,39987
2020-06-19,Sex-Male,40959
2020-06-20,Sex-Male,41815
2020-06-21,Sex-Male,43018
2020-06-22,Sex-Male,44124
2020-06-23,Sex-Male,44581
2020-06-24,Sex-Male,45711
2020-06-25,Sex-Male,46557
2020-06-26,Sex-Male,47595
2020-06-27,Sex-Male,48849
2020-06-28,Sex-Male,50253
2020-06-29,Sex-Male,51639
2020-06-30,Sex-Male,52435
2020-07-01,Sex-Male,53544
2020-07-02,Sex-Male,53544
2020-07-03,Sex-Male,53544
2020-07-04,Sex-Male,57277
2020-07-05,Sex-Male,58050
2020-07-06,Sex-Male,59966
2020-07-07,Sex-Male,61126
2020-07-08,Sex-Male,62048
2020-07-09,Sex-Male,63222
2020-07-10,Sex-Male,64579
2020-07-11,Sex-Male,66302
2020-07-12,Sex-Male,67471
2020-07-13,Sex-Male,69350
2020-07-14,Sex-Male,70731
2020-07-15,Sex-Male,72846
