Date,variable,value
2021-04-26,Race-Asian,59405
2021-04-27,Race-Asian,59463
2021-04-28,Race-Asian,59531
2021-04-29,Race-Asian,59578
2021-04-30,Race-Asian,59646
2021-05-01,Race-Asian,59693
2021-05-02,Race-Asian,59736
2021-05-03,Race-Asian,59786
2021-05-04,Race-Asian,59826
2021-05-05,Race-Asian,59864
2021-05-06,Race-Asian,59923
2021-05-07,Race-Asian,59972
2021-05-08,Race-Asian,60029
2021-05-09,Race-Asian,60086
2021-05-10,Race-Asian,60128
2021-05-11,Race-Asian,60205
2021-05-12,Race-Asian,60262
2021-05-13,Race-Asian,60330
2021-05-14,Race-Asian,60396
2021-05-15,Race-Asian,60436
2021-05-16,Race-Asian,60438
2021-05-17,Race-Asian,60449
2021-05-18,Race-Asian,60465
2021-05-19,Race-Asian,60477
2021-05-20,Race-Asian,60496
2021-05-21,Race-Asian,60525
2021-05-22,Race-Asian,60528
2021-05-23,Race-Asian,60533
2021-05-24,Race-Asian,60547
2021-05-25,Race-Asian,60553
2021-05-26,Race-Asian,60786
2021-05-27,Race-Asian,60791
2021-05-28,Race-Asian,60796
2021-05-29,Race-Asian,60806
2021-05-30,Race-Asian,60814
2021-05-31,Race-Asian,60819
2021-06-01,Race-Asian,60822
2021-06-02,Race-Asian,60832
2021-06-03,Race-Asian,60839
2021-06-04,Race-Asian,60840
2021-06-05,Race-Asian,60847
2021-06-06,Race-Asian,60850
2021-06-07,Race-Asian,60860
2021-06-08,Race-Asian,60870
2021-06-09,Race-Asian,60879
2021-06-10,Race-Asian,60886
2021-06-11,Race-Asian,60915
2021-06-12,Race-Asian,60917
2020-03-17,Race-Black,0
2020-03-18,Race-Black,0
2020-03-19,Race-Black,0
2020-03-20,Race-Black,0
2020-03-21,Race-Black,0
2020-03-22,Race-Black,0
2020-03-23,Race-Black,0
2020-03-24,Race-Black,0
2020-03-25,Race-Black,0
2020-03-26,Race-Black,0
2020-03-27,Race-Black,0
2020-03-28,Race-Black,0
2020-03-29,Race-Black,0
2020-03-30,Race-Black,0
2020-03-31,Race-Black,0
2020-04-01,Race-Black,0
2020-04-02,Race-Black,0
2020-04-03,Race-Black,0
2020-04-04,Race-Black,0
2020-04-05,Race-Black,0
2020-04-06,Race-Black,0
2020-04-07,Race-Black,0
2020-04-08,Race-Black,413
2020-04-09,Race-Black,429
2020-04-10,Race-Black,460
2020-04-11,Race-Black,493
2020-04-12,Race-Black,548
2020-04-13,Race-Black,590
2020-04-14,Race-Black,617
2020-04-15,Race-Black,645
2020-04-16,Race-Black,684
2020-04-17,Race-Black,760
2020-04-18,Race-Black,787
2020-04-19,Race-Black,824
2020-04-20,Race-Black,876
2020-04-21,Race-Black,898
2020-04-22,Race-Black,925
2020-04-23,Race-Black,949
2020-04-24,Race-Black,979
2020-04-25,Race-Black,988
2020-04-26,Race-Black,994
2020-04-27,Race-Black,1053
2020-04-28,Race-Black,1096
2020-04-29,Race-Black,1113
2020-04-30,Race-Black,1193
2020-05-01,Race-Black,1223
2020-05-02,Race-Black,1233
2020-05-03,Race-Black,1290
2020-05-04,Race-Black,1329
2020-05-05,Race-Black,1388
2020-05-06,Race-Black,1410
2020-05-07,Race-Black,1458
2020-05-08,Race-Black,1491
2020-05-09,Race-Black,1508
2020-05-10,Race-Black,1541
2020-05-11,Race-Black,1577
2020-05-12,Race-Black,1638
2020-05-13,Race-Black,1736
2020-05-14,Race-Black,1756
2020-05-15,Race-Black,1802
2020-05-16,Race-Black,1844
2020-05-17,Race-Black,1894
2020-05-18,Race-Black,1917
2020-05-19,Race-Black,1946
2020-05-20,Race-Black,1963
2020-05-21,Race-Black,1999
2020-05-22,Race-Black,2015
2020-05-23,Race-Black,2044
2020-05-24,Race-Black,2109
2020-05-25,Race-Black,2131
2020-05-26,Race-Black,2155
2020-05-27,Race-Black,2161
2020-05-28,Race-Black,2255
2020-05-29,Race-Black,2331
2020-05-30,Race-Black,2364
2020-05-31,Race-Black,2415
2020-06-01,Race-Black,2456
2020-06-02,Race-Black,2477
2020-06-03,Race-Black,2505
2020-06-04,Race-Black,2538
2020-06-05,Race-Black,2565
2020-06-06,Race-Black,2578
2020-06-07,Race-Black,2588
2020-06-08,Race-Black,2605
2020-06-09,Race-Black,2664
2020-06-10,Race-Black,2676
2020-06-11,Race-Black,2710
2020-06-12,Race-Black,2736
2020-06-13,Race-Black,2727
2020-06-14,Race-Black,2744
2020-06-15,Race-Black,2775
2020-06-16,Race-Black,2834
2020-06-17,Race-Black,2853
2020-06-18,Race-Black,2835
2020-06-19,Race-Black,2864
2020-06-20,Race-Black,2884
2020-06-21,Race-Black,2916
2020-06-22,Race-Black,2955
2020-06-23,Race-Black,2994
2020-06-24,Race-Black,3053
2020-06-25,Race-Black,3088
2020-06-26,Race-Black,3139
2020-06-27,Race-Black,3186
2020-06-28,Race-Black,3213
2020-06-29,Race-Black,3265
2020-06-30,Race-Black,3310
2020-07-01,Race-Black,3350
2020-07-02,Race-Black,3350
2020-07-03,Race-Black,3350
2020-07-04,Race-Black,3525
2020-07-05,Race-Black,3583
2020-07-06,Race-Black,3670
2020-07-07,Race-Black,3781
2020-07-08,Race-Black,3832
2020-07-09,Race-Black,3902
2020-07-10,Race-Black,3977
2020-07-11,Race-Black,4068
2020-07-12,Race-Black,4134
2020-07-13,Race-Black,4251
2020-07-14,Race-Black,4354
2020-07-15,Race-Black,4405
2020-07-16,Race-Black,4502
2020-07-17,Race-Black,4618
2020-07-18,Race-Black,4700
2020-07-19,Race-Black,4788
2020-07-20,Race-Black,4872
2020-07-21,Race-Black,4955
2020-07-22,Race-Black,5029
2020-07-23,Race-Black,5103
2020-07-24,Race-Black,5221
2020-07-25,Race-Black,5297
2020-07-26,Race-Black,5337
2020-07-27,Race-Black,5384
2020-07-28,Race-Black,5563
2020-07-29,Race-Black,5617
2020-07-30,Race-Black,5703
2020-07-31,Race-Black,5779
2020-08-01,Race-Black,5822
2020-08-02,Race-Black,5859
2020-08-03,Race-Black,5921
2020-08-04,Race-Black,6013
2020-08-05,Race-Black,6092
2020-08-06,Race-Black,6175
2020-08-07,Race-Black,6268
2020-08-08,Race-Black,6302
2020-08-09,Race-Black,6367
2020-08-10,Race-Black,6414
2020-08-11,Race-Black,6525
2020-08-12,Race-Black,6619
2020-08-13,Race-Black,6711
2020-08-14,Race-Black,6786
2020-08-15,Race-Black,6822
2020-08-16,Race-Black,6876
2020-08-17,Race-Black,6895
2020-08-18,Race-Black,6980
2020-08-19,Race-Black,7025
2020-08-20,Race-Black,7078
2020-08-21,Race-Black,7148
2020-08-22,Race-Black,7175
2020-08-23,Race-Black,7204
2020-08-24,Race-Black,7250
2020-08-25,Race-Black,7314
2020-08-26,Race-Black,7347
2020-08-27,Race-Black,7397
2020-08-28,Race-Black,7443
2020-08-29,Race-Black,7471
2020-08-30,Race-Black,7512
2020-08-31,Race-Black,7549
2020-09-01,Race-Black,7649
2020-09-02,Race-Black,7683
2020-09-03,Race-Black,7778
2020-09-04,Race-Black,7841
2020-09-05,Race-Black,7866
2020-09-06,Race-Black,7886
2020-09-07,Race-Black,7908
2020-09-08,Race-Black,7948
2020-09-09,Race-Black,7998
2020-09-10,Race-Black,8041
2020-09-11,Race-Black,8109
2020-09-12,Race-Black,8139
2020-09-13,Race-Black,8153
2020-09-14,Race-Black,8189
2020-09-15,Race-Black,8229
2020-09-16,Race-Black,8272
2020-09-17,Race-Black,8331
2020-09-18,Race-Black,8366
2020-09-19,Race-Black,8419
2020-09-20,Race-Black,8436
2020-09-21,Race-Black,8469
2020-09-22,Race-Black,8504
2020-09-23,Race-Black,8555
2020-09-24,Race-Black,8615
2020-09-25,Race-Black,8650
2020-09-26,Race-Black,8673
2020-09-27,Race-Black,8689
2020-09-28,Race-Black,8727
2020-09-29,Race-Black,8767
2020-09-30,Race-Black,8803
2020-10-01,Race-Black,8847
2020-10-02,Race-Black,8868
2020-10-03,Race-Black,8898
2020-10-04,Race-Black,8901
2020-10-05,Race-Black,8930
2020-10-06,Race-Black,8993
2020-10-07,Race-Black,9018
2020-10-08,Race-Black,9050
2020-10-09,Race-Black,9088
2020-10-10,Race-Black,9123
2020-10-11,Race-Black,9137
2020-10-12,Race-Black,9146
2020-10-13,Race-Black,9172
2020-10-14,Race-Black,9218
2020-10-15,Race-Black,9244
2020-10-16,Race-Black,9269
2020-10-17,Race-Black,9295
2020-10-18,Race-Black,9324
2020-10-19,Race-Black,9353
2020-10-20,Race-Black,9368
2020-10-21,Race-Black,9478
2020-10-22,Race-Black,9594
2020-10-23,Race-Black,9655
2020-10-24,Race-Black,9697
2020-10-25,Race-Black,9655
2020-10-26,Race-Black,9697
2020-10-27,Race-Black,9820
2020-10-28,Race-Black,9887
2020-10-29,Race-Black,9936
2020-10-30,Race-Black,9990
2020-10-31,Race-Black,10028
2020-11-01,Race-Black,10067
2020-11-02,Race-Black,10090
2020-11-03,Race-Black,10130
2020-11-04,Race-Black,10236
2020-11-05,Race-Black,10324
2020-11-06,Race-Black,10402
2020-11-07,Race-Black,10471
2020-11-08,Race-Black,10506
2020-11-09,Race-Black,10559
2020-11-10,Race-Black,10653
2020-11-11,Race-Black,10757
2020-11-12,Race-Black,10836
2020-11-13,Race-Black,10964
2020-11-14,Race-Black,11066
2020-11-15,Race-Black,11137
2020-11-16,Race-Black,11246
2020-11-17,Race-Black,11379
2020-11-18,Race-Black,11525
2020-11-19,Race-Black,11681
2020-11-20,Race-Black,11846
2020-11-21,Race-Black,11937
2020-11-22,Race-Black,12109
2020-11-23,Race-Black,12227
2020-11-24,Race-Black,12319
2020-11-25,Race-Black,12467
2020-11-26,Race-Black,12608
2020-11-27,Race-Black,12689
2020-11-28,Race-Black,12842
2020-11-29,Race-Black,13039
2020-11-30,Race-Black,13196
2020-12-01,Race-Black,13331
2020-12-02,Race-Black,13573
2020-12-03,Race-Black,13868
2020-12-04,Race-Black,14181
2020-12-05,Race-Black,14540
2020-12-06,Race-Black,14769
2020-12-07,Race-Black,15005
2020-12-08,Race-Black,15255
2020-12-09,Race-Black,15730
2020-12-10,Race-Black,16183
2020-12-11,Race-Black,16588
2020-12-12,Race-Black,17017
2020-12-13,Race-Black,17271
2020-12-14,Race-Black,17698
2020-12-15,Race-Black,18371
2020-12-16,Race-Black,18843
2020-12-17,Race-Black,19336
2020-12-18,Race-Black,19750
2020-12-19,Race-Black,20405
2020-12-20,Race-Black,20953
2020-12-21,Race-Black,21371
2020-12-22,Race-Black,21808
2020-12-23,Race-Black,22310
2020-12-24,Race-Black,22310
2020-12-25,Race-Black,23380
2020-12-26,Race-Black,23937
2020-12-27,Race-Black,24373
2020-12-28,Race-Black,24708
2020-12-29,Race-Black,24972
2020-12-30,Race-Black,25535
2020-12-31,Race-Black,26111
2021-01-01,Race-Black,26726
2021-01-02,Race-Black,27492
2021-01-03,Race-Black,27887
2021-01-04,Race-Black,28255
2021-01-05,Race-Black,28662
2021-01-06,Race-Black,29315
2021-01-07,Race-Black,30235
2021-01-08,Race-Black,30874
2021-01-09,Race-Black,31411
2021-01-10,Race-Black,31910
2021-01-11,Race-Black,32344
2021-01-12,Race-Black,32741
2021-01-13,Race-Black,33413
2021-01-14,Race-Black,33964
2021-01-15,Race-Black,34598
2021-01-16,Race-Black,35407
2021-01-17,Race-Black,35778
2021-01-18,Race-Black,36120
2021-01-19,Race-Black,36344
2021-01-20,Race-Black,36803
2021-01-21,Race-Black,37100
2021-01-22,Race-Black,37550
2021-01-23,Race-Black,37881
2021-01-24,Race-Black,38200
2021-01-25,Race-Black,38405
2021-01-26,Race-Black,38667
2021-01-27,Race-Black,38957
2021-01-28,Race-Black,39233
2021-01-29,Race-Black,39524
2021-01-30,Race-Black,39826
2021-01-31,Race-Black,40024
2021-02-01,Race-Black,40174
2021-02-02,Race-Black,40374
2021-02-03,Race-Black,40836
2021-02-04,Race-Black,41045
2021-02-05,Race-Black,41275
2021-02-06,Race-Black,41429
2021-02-07,Race-Black,41594
2021-02-08,Race-Black,41767
2021-02-09,Race-Black,41949
2021-02-10,Race-Black,42171
2021-02-11,Race-Black,42824
2021-02-12,Race-Black,42984
2021-02-13,Race-Black,43113
2021-02-14,Race-Black,43198
2021-02-15,Race-Black,43293
2021-02-16,Race-Black,43414
2021-02-17,Race-Black,43549
2021-02-18,Race-Black,43693
2021-02-19,Race-Black,43819
2021-02-20,Race-Black,43915
2021-02-21,Race-Black,43982
2021-02-22,Race-Black,43619
2021-02-23,Race-Black,43710
2021-02-24,Race-Black,43832
2021-02-25,Race-Black,43930
2021-02-26,Race-Black,44020
2021-02-27,Race-Black,44110
2021-02-28,Race-Black,44177
2021-03-01,Race-Black,44271
2021-03-02,Race-Black,44373
2021-03-03,Race-Black,44501
2021-03-04,Race-Black,44662
2021-03-05,Race-Black,44799
2021-03-06,Race-Black,44854
2021-03-07,Race-Black,44921
2021-03-08,Race-Black,44977
2021-03-09,Race-Black,45049
2021-03-10,Race-Black,45049
2021-03-11,Race-Black,45254
2021-03-12,Race-Black,45320
2021-03-13,Race-Black,45395
2021-03-14,Race-Black,45447
2021-03-15,Race-Black,45505
2021-03-16,Race-Black,45614
2021-03-17,Race-Black,45706
2021-03-18,Race-Black,46299
2021-03-19,Race-Black,46364
2021-03-20,Race-Black,46414
2021-03-21,Race-Black,46482
2021-03-22,Race-Black,46537
2021-03-23,Race-Black,46612
2021-03-24,Race-Black,46666
2021-03-25,Race-Black,46755
2021-03-26,Race-Black,46833
2021-03-27,Race-Black,46905
2021-03-28,Race-Black,46961
2021-03-29,Race-Black,46997
2021-03-30,Race-Black,47056
2021-03-31,Race-Black,46997
2021-04-01,Race-Black,47222
2021-04-02,Race-Black,47310
2021-04-03,Race-Black,47393
2021-04-04,Race-Black,47469
2021-04-05,Race-Black,47512
2021-04-06,Race-Black,47579
2021-04-07,Race-Black,47666
2021-04-08,Race-Black,47741
2021-04-09,Race-Black,47837
2021-04-10,Race-Black,47903
2021-04-11,Race-Black,47974
2021-04-12,Race-Black,48019
2021-04-13,Race-Black,48056
2021-04-14,Race-Black,48142
2021-04-15,Race-Black,48241
2021-04-16,Race-Black,48370
2021-04-17,Race-Black,48512
2021-04-18,Race-Black,48581
2021-04-19,Race-Black,48663
2021-04-20,Race-Black,48714
2021-04-21,Race-Black,48778
2021-04-22,Race-Black,48865
2021-04-23,Race-Black,48958
2021-04-24,Race-Black,49020
2021-04-25,Race-Black,49082
2021-04-26,Race-Black,49122
2021-04-27,Race-Black,49171
2021-04-28,Race-Black,49225
2021-04-29,Race-Black,49277
2021-04-30,Race-Black,49360
2021-05-01,Race-Black,49435
2021-05-02,Race-Black,49487
2021-05-03,Race-Black,49525
2021-05-04,Race-Black,49585
2021-05-05,Race-Black,49640
2021-05-06,Race-Black,49703
2021-05-07,Race-Black,49777
2021-05-08,Race-Black,49852
2021-05-09,Race-Black,49920
2021-05-10,Race-Black,49941
2021-05-11,Race-Black,50009
2021-05-12,Race-Black,50076
2021-05-13,Race-Black,50156
2021-05-14,Race-Black,50252
2021-05-15,Race-Black,50298
2021-05-16,Race-Black,50314
2021-05-17,Race-Black,50346
2021-05-18,Race-Black,50371
2021-05-19,Race-Black,50400
2021-05-20,Race-Black,50430
2021-05-21,Race-Black,50476
2021-05-22,Race-Black,50493
2021-05-23,Race-Black,50505
2021-05-24,Race-Black,50546
2021-05-25,Race-Black,50571
2021-05-26,Race-Black,50963
2021-05-27,Race-Black,50986
2021-05-28,Race-Black,51001
2021-05-29,Race-Black,51015
2021-05-30,Race-Black,51032
2021-05-31,Race-Black,51056
2021-06-01,Race-Black,51083
2021-06-02,Race-Black,51103
2021-06-03,Race-Black,51132
2021-06-04,Race-Black,51159
2021-06-05,Race-Black,51180
2021-06-06,Race-Black,51200
2021-06-07,Race-Black,51238
2021-06-08,Race-Black,51260
2021-06-09,Race-Black,51279
2021-06-10,Race-Black,51308
2021-06-11,Race-Black,51358
2021-06-12,Race-Black,51374
2020-03-17,Race-Hispanic,0
2020-03-18,Race-Hispanic,0
2020-03-19,Race-Hispanic,0
2020-03-20,Race-Hispanic,0
2020-03-21,Race-Hispanic,0
2020-03-22,Race-Hispanic,0
2020-03-23,Race-Hispanic,0
2020-03-24,Race-Hispanic,0
2020-03-25,Race-Hispanic,0
2020-03-26,Race-Hispanic,0
2020-03-27,Race-Hispanic,0
2020-03-28,Race-Hispanic,0
2020-03-29,Race-Hispanic,0
2020-03-30,Race-Hispanic,0
2020-03-31,Race-Hispanic,0
2020-04-01,Race-Hispanic,0
2020-04-02,Race-Hispanic,0
2020-04-03,Race-Hispanic,0
2020-04-04,Race-Hispanic,0
2020-04-05,Race-Hispanic,0
2020-04-06,Race-Hispanic,0
2020-04-07,Race-Hispanic,0
2020-04-08,Race-Hispanic,1545
2020-04-09,Race-Hispanic,1621
2020-04-10,Race-Hispanic,1869
2020-04-11,Race-Hispanic,2169
2020-04-12,Race-Hispanic,2411
2020-04-13,Race-Hispanic,2680
2020-04-14,Race-Hispanic,2855
2020-04-15,Race-Hispanic,3084
2020-04-16,Race-Hispanic,3326
2020-04-17,Race-Hispanic,3569
2020-04-18,Race-Hispanic,3738
2020-04-19,Race-Hispanic,3959
2020-04-20,Race-Hispanic,4319
2020-04-21,Race-Hispanic,4602
2020-04-22,Race-Hispanic,4757
2020-04-23,Race-Hispanic,4985
2020-04-24,Race-Hispanic,5158
2020-04-25,Race-Hispanic,5226
2020-04-26,Race-Hispanic,5339
2020-04-27,Race-Hispanic,5591
2020-04-28,Race-Hispanic,6083
2020-04-29,Race-Hispanic,6259
2020-04-30,Race-Hispanic,7180
2020-05-01,Race-Hispanic,7621
2020-05-02,Race-Hispanic,7710
2020-05-03,Race-Hispanic,8421
2020-05-04,Race-Hispanic,8648
2020-05-05,Race-Hispanic,8844
2020-05-06,Race-Hispanic,9059
2020-05-07,Race-Hispanic,9500
2020-05-08,Race-Hispanic,9725
2020-05-09,Race-Hispanic,9941
2020-05-10,Race-Hispanic,10249
2020-05-11,Race-Hispanic,10790
2020-05-12,Race-Hispanic,11683
2020-05-13,Race-Hispanic,12243
2020-05-14,Race-Hispanic,12990
2020-05-15,Race-Hispanic,13187
2020-05-16,Race-Hispanic,13514
2020-05-17,Race-Hispanic,13758
2020-05-18,Race-Hispanic,14242
2020-05-19,Race-Hispanic,14821
2020-05-20,Race-Hispanic,15122
2020-05-21,Race-Hispanic,15444
2020-05-22,Race-Hispanic,15865
2020-05-23,Race-Hispanic,16192
2020-05-24,Race-Hispanic,16453
2020-05-25,Race-Hispanic,17259
2020-05-26,Race-Hispanic,17691
2020-05-27,Race-Hispanic,17816
2020-05-28,Race-Hispanic,18450
2020-05-29,Race-Hispanic,19420
2020-05-30,Race-Hispanic,19607
2020-05-31,Race-Hispanic,19876
2020-06-01,Race-Hispanic,20062
2020-06-02,Race-Hispanic,20373
2020-06-03,Race-Hispanic,20983
2020-06-04,Race-Hispanic,21440
2020-06-05,Race-Hispanic,22330
2020-06-06,Race-Hispanic,23422
2020-06-07,Race-Hispanic,23518
2020-06-08,Race-Hispanic,24146
2020-06-09,Race-Hispanic,25277
2020-06-10,Race-Hispanic,25421
2020-06-11,Race-Hispanic,26027
2020-06-12,Race-Hispanic,26407
2020-06-13,Race-Hispanic,26571
2020-06-14,Race-Hispanic,27167
2020-06-15,Race-Hispanic,27957
2020-06-16,Race-Hispanic,28279
2020-06-17,Race-Hispanic,28506
2020-06-18,Race-Hispanic,28485
2020-06-19,Race-Hispanic,28798
2020-06-20,Race-Hispanic,29016
2020-06-21,Race-Hispanic,29222
2020-06-22,Race-Hispanic,29539
2020-06-23,Race-Hispanic,30005
2020-06-24,Race-Hispanic,30334
2020-06-25,Race-Hispanic,30697
2020-06-26,Race-Hispanic,31080
2020-06-27,Race-Hispanic,31272
2020-06-28,Race-Hispanic,31571
2020-06-29,Race-Hispanic,31998
2020-06-30,Race-Hispanic,32801
2020-07-01,Race-Hispanic,33091
2020-07-02,Race-Hispanic,33091
2020-07-03,Race-Hispanic,33091
2020-07-04,Race-Hispanic,34066
2020-07-05,Race-Hispanic,34393
2020-07-06,Race-Hispanic,35018
2020-07-07,Race-Hispanic,35995
2020-07-08,Race-Hispanic,36294
2020-07-09,Race-Hispanic,36992
2020-07-10,Race-Hispanic,38011
2020-07-11,Race-Hispanic,39212
2020-07-12,Race-Hispanic,40214
2020-07-13,Race-Hispanic,41804
2020-07-14,Race-Hispanic,43439
2020-07-15,Race-Hispanic,44798
2020-07-16,Race-Hispanic,46355
2020-07-17,Race-Hispanic,47649
2020-07-18,Race-Hispanic,48786
2020-07-19,Race-Hispanic,50390
2020-07-20,Race-Hispanic,51380
2020-07-21,Race-Hispanic,52613
2020-07-22,Race-Hispanic,53481
2020-07-23,Race-Hispanic,54403
2020-07-24,Race-Hispanic,56507
2020-07-25,Race-Hispanic,57031
2020-07-26,Race-Hispanic,58181
2020-07-27,Race-Hispanic,58674
2020-07-28,Race-Hispanic,62064
2020-07-29,Race-Hispanic,63109
2020-07-30,Race-Hispanic,64493
2020-07-31,Race-Hispanic,65986
2020-08-01,Race-Hispanic,66617
2020-08-02,Race-Hispanic,67589
2020-08-03,Race-Hispanic,68609
2020-08-04,Race-Hispanic,70099
2020-08-05,Race-Hispanic,71129
2020-08-06,Race-Hispanic,72231
2020-08-07,Race-Hispanic,73438
2020-08-08,Race-Hispanic,74284
2020-08-09,Race-Hispanic,75008
2020-08-10,Race-Hispanic,75553
2020-08-11,Race-Hispanic,77026
2020-08-12,Race-Hispanic,77645
2020-08-13,Race-Hispanic,78649
2020-08-14,Race-Hispanic,79478
2020-08-15,Race-Hispanic,80066
2020-08-16,Race-Hispanic,80549
2020-08-17,Race-Hispanic,80876
2020-08-18,Race-Hispanic,82132
2020-08-19,Race-Hispanic,82696
2020-08-20,Race-Hispanic,83567
2020-08-21,Race-Hispanic,84442
2020-08-22,Race-Hispanic,84786
2020-08-23,Race-Hispanic,85141
2020-08-24,Race-Hispanic,85632
2020-08-25,Race-Hispanic,86826
2020-08-26,Race-Hispanic,87288
2020-08-27,Race-Hispanic,88079
2020-08-28,Race-Hispanic,88747
2020-08-29,Race-Hispanic,89114
2020-08-30,Race-Hispanic,89710
2020-08-31,Race-Hispanic,89762
2020-09-01,Race-Hispanic,90885
2020-09-02,Race-Hispanic,91236
2020-09-03,Race-Hispanic,92125
2020-09-04,Race-Hispanic,92817
2020-09-05,Race-Hispanic,93064
2020-09-06,Race-Hispanic,93159
2020-09-07,Race-Hispanic,93242
2020-09-08,Race-Hispanic,93652
2020-09-09,Race-Hispanic,94428
2020-09-10,Race-Hispanic,95056
2020-09-11,Race-Hispanic,95669
2020-09-12,Race-Hispanic,95967
2020-09-13,Race-Hispanic,96241
2020-09-14,Race-Hispanic,96620
2020-09-15,Race-Hispanic,97309
2020-09-16,Race-Hispanic,98015
2020-09-17,Race-Hispanic,98651
2020-09-18,Race-Hispanic,99243
2020-09-19,Race-Hispanic,99622
2020-09-20,Race-Hispanic,99852
2020-09-21,Race-Hispanic,100207
2020-09-22,Race-Hispanic,100819
2020-09-23,Race-Hispanic,101429
2020-09-24,Race-Hispanic,102135
2020-09-25,Race-Hispanic,102455
2020-09-26,Race-Hispanic,102838
2020-09-27,Race-Hispanic,103063
2020-09-28,Race-Hispanic,103375
2020-09-29,Race-Hispanic,103903
2020-09-30,Race-Hispanic,104369
2020-10-01,Race-Hispanic,104803
2020-10-02,Race-Hispanic,105167
2020-10-03,Race-Hispanic,105515
2020-10-04,Race-Hispanic,105652
2020-10-05,Race-Hispanic,105848
2020-10-06,Race-Hispanic,106415
2020-10-07,Race-Hispanic,106889
2020-10-08,Race-Hispanic,107384
2020-10-09,Race-Hispanic,107895
2020-10-10,Race-Hispanic,108465
2020-10-11,Race-Hispanic,108757
2020-10-12,Race-Hispanic,108846
2020-10-13,Race-Hispanic,109413
2020-10-14,Race-Hispanic,109956
2020-10-15,Race-Hispanic,110573
2020-10-16,Race-Hispanic,111134
2020-10-17,Race-Hispanic,111324
2020-10-18,Race-Hispanic,111668
2020-10-19,Race-Hispanic,111969
2020-10-20,Race-Hispanic,112252
2020-10-21,Race-Hispanic,113626
2020-10-22,Race-Hispanic,115019
2020-10-23,Race-Hispanic,115911
2020-10-24,Race-Hispanic,116240
2020-10-25,Race-Hispanic,115890
2020-10-26,Race-Hispanic,116240
2020-10-27,Race-Hispanic,118183
2020-10-28,Race-Hispanic,119136
2020-10-29,Race-Hispanic,119879
2020-10-30,Race-Hispanic,120696
2020-10-31,Race-Hispanic,121269
2020-11-01,Race-Hispanic,121817
2020-11-02,Race-Hispanic,122145
2020-11-03,Race-Hispanic,123016
2020-11-04,Race-Hispanic,124063
2020-11-05,Race-Hispanic,125181
2020-11-06,Race-Hispanic,126247
2020-11-07,Race-Hispanic,127230
2020-11-08,Race-Hispanic,127922
2020-11-09,Race-Hispanic,128667
2020-11-10,Race-Hispanic,129758
2020-11-11,Race-Hispanic,131143
2020-11-12,Race-Hispanic,132064
2020-11-13,Race-Hispanic,134054
2020-11-14,Race-Hispanic,135249
2020-11-15,Race-Hispanic,136708
2020-11-16,Race-Hispanic,137994
2020-11-17,Race-Hispanic,139685
2020-11-18,Race-Hispanic,142097
2020-11-19,Race-Hispanic,144158
2020-11-20,Race-Hispanic,146235
2020-11-21,Race-Hispanic,147297
2020-11-22,Race-Hispanic,150122
2020-11-23,Race-Hispanic,151724
2020-11-24,Race-Hispanic,152390
2020-11-25,Race-Hispanic,153989
2020-11-26,Race-Hispanic,155530
2020-11-27,Race-Hispanic,156722
2020-11-28,Race-Hispanic,158881
2020-11-29,Race-Hispanic,161632
2020-11-30,Race-Hispanic,164794
2020-12-01,Race-Hispanic,167196
2020-12-02,Race-Hispanic,171077
2020-12-03,Race-Hispanic,174974
2020-12-04,Race-Hispanic,178584
2020-12-05,Race-Hispanic,183718
2020-12-06,Race-Hispanic,187559
2020-12-07,Race-Hispanic,190665
2020-12-08,Race-Hispanic,194279
2020-12-09,Race-Hispanic,201079
2020-12-10,Race-Hispanic,207556
2020-12-11,Race-Hispanic,212840
2020-12-12,Race-Hispanic,216605
2020-12-13,Race-Hispanic,218530
2020-12-14,Race-Hispanic,223661
2020-12-15,Race-Hispanic,235287
2020-12-16,Race-Hispanic,241315
2020-12-17,Race-Hispanic,248671
2020-12-18,Race-Hispanic,255143
2020-12-19,Race-Hispanic,261827
2020-12-20,Race-Hispanic,268270
2020-12-21,Race-Hispanic,273193
2020-12-22,Race-Hispanic,280557
2020-12-23,Race-Hispanic,286520
2020-12-24,Race-Hispanic,286520
2020-12-25,Race-Hispanic,300236
2020-12-26,Race-Hispanic,307271
2020-12-27,Race-Hispanic,313789
2020-12-28,Race-Hispanic,318297
2020-12-29,Race-Hispanic,323038
2020-12-30,Race-Hispanic,330817
2020-12-31,Race-Hispanic,340092
2021-01-01,Race-Hispanic,347368
2021-01-02,Race-Hispanic,355465
2021-01-03,Race-Hispanic,359971
2021-01-04,Race-Hispanic,365320
2021-01-05,Race-Hispanic,371351
2021-01-06,Race-Hispanic,381721
2021-01-07,Race-Hispanic,393340
2021-01-08,Race-Hispanic,402499
2021-01-09,Race-Hispanic,410225
2021-01-10,Race-Hispanic,417869
2021-01-11,Race-Hispanic,425312
2021-01-12,Race-Hispanic,432223
2021-01-13,Race-Hispanic,442286
2021-01-14,Race-Hispanic,449599
2021-01-15,Race-Hispanic,457005
2021-01-16,Race-Hispanic,465988
2021-01-17,Race-Hispanic,471444
2021-01-18,Race-Hispanic,476055
2021-01-19,Race-Hispanic,478723
2021-01-20,Race-Hispanic,483712
2021-01-21,Race-Hispanic,488336
2021-01-22,Race-Hispanic,493950
2021-01-23,Race-Hispanic,497802
2021-01-24,Race-Hispanic,501642
2021-01-25,Race-Hispanic,504898
